A,B,sub,rho,p
mri_inverted,meg-theta_original,sub-195041,-0.3653846153846153,0.07248196046410411
mri_inverted,meg-theta_original,sub-198653,-0.57,0.002932949611307605
mri_inverted,meg-theta_original,sub-212318,-0.5023076923076923,0.010503325012917598
mri_inverted,meg-theta_original,sub-212823,0.039999999999999994,0.8494374038786923
mri_inverted,meg-theta_original,sub-255639,-0.22384615384615386,0.28208211024105667
mri_inverted,meg-theta_original,sub-257845,0.11461538461538462,0.5853816553920668
mri_inverted,meg-theta_original,sub-287248,0.20615384615384616,0.3228240576300504
mri_inverted,meg-theta_original,sub-353740,0.1776923076923077,0.39545398689886
mri_inverted,meg-theta_original,sub-406836,-0.3769230769230769,0.06326742530511408
mri_inverted,meg-theta_original,sub-512835,-0.4576923076923077,0.021416054925832997
mri_inverted,meg-theta_original,sub-568963,-0.4015384615384615,0.04664167971380561
mri_inverted,meg-theta_original,sub-599671,-0.5707692307692307,0.0028862249955300826
mri_inverted,meg-theta_original,sub-725751,-0.4061538461538462,0.04394743829227769
mri_inverted,meg-theta_original,sub-783462,-0.08538461538461539,0.6848831681823175
mri_inverted,meg-theta_original,sub-825048,-0.18230769230769234,0.3830917730325135
mri_inverted,meg-theta_original,sub-891667,-0.27076923076923076,0.19048363370639726
meg-alpha_original,meg-alpha_inverted,sub-102816,-0.6499999999999999,0.0004364976132761443
meg-alpha_original,meg-alpha_inverted,sub-106521,-0.42153846153846153,0.03584093437956855
meg-alpha_original,meg-alpha_inverted,sub-113922,-0.6753846153846154,0.00021185997176665337
meg-alpha_original,meg-alpha_inverted,sub-153732,-0.793076923076923,2.2671857391655608e-06
meg-alpha_original,meg-alpha_inverted,sub-162935,-0.8661538461538462,2.2131356593292888e-08
meg-alpha_original,meg-alpha_inverted,sub-164636,-0.7053846153846153,8.206806844597019e-05
meg-alpha_original,meg-alpha_inverted,sub-172029,-0.7084615384615385,7.397926422789484e-05
meg-alpha_original,meg-alpha_inverted,sub-175540,-0.8776923076923077,8.324712082659743e-09
meg-alpha_original,meg-alpha_inverted,sub-177746,-0.6884615384615385,0.00014203286857710537
meg-alpha_original,meg-alpha_inverted,sub-179245,-0.4576923076923077,0.021416054925832997
meg-alpha_original,meg-alpha_inverted,sub-181232,-0.8592307692307692,3.8145976266422675e-08
meg-alpha_original,meg-alpha_inverted,sub-187547,-0.9253846153846155,3.602809817014594e-11
meg-alpha_original,meg-alpha_inverted,sub-189349,-0.5969230769230769,0.0016323865683266169
meg-alpha_original,meg-alpha_inverted,sub-195041,-0.8207692307692308,5.026212792756227e-07
meg-alpha_original,meg-alpha_inverted,sub-198653,-0.7923076923076923,2.3563996665439814e-06
meg-alpha_original,meg-alpha_inverted,sub-212318,-0.6807692307692308,0.00018012993001756083
meg-alpha_original,meg-alpha_inverted,sub-212823,-0.8623076923076922,3.0056264830632026e-08
meg-alpha_original,meg-alpha_inverted,sub-255639,-0.7853846153846153,3.3117206719816817e-06
meg-alpha_original,meg-alpha_inverted,sub-257845,-0.8992307692307692,1.0008637664511105e-09
meg-alpha_original,meg-alpha_inverted,sub-287248,-0.4646153846153846,0.019287095935427063
meg-alpha_original,meg-alpha_inverted,sub-353740,-0.913076923076923,1.960749903419254e-10
meg-alpha_original,meg-alpha_inverted,sub-406836,-0.7569230769230769,1.1908333597555597e-05
meg-alpha_original,meg-alpha_inverted,sub-512835,-0.8015384615384615,1.4668761990802731e-06
meg-alpha_original,meg-alpha_inverted,sub-568963,-0.5930769230769232,0.0017804536071811608
meg-alpha_original,meg-alpha_inverted,sub-599671,-0.7053846153846153,8.206806844597019e-05
meg-alpha_original,meg-alpha_inverted,sub-725751,-0.7538461538461538,1.353535484947291e-05
meg-alpha_original,meg-alpha_inverted,sub-783462,-0.5838461538461539,0.002183482753763815
meg-alpha_original,meg-alpha_inverted,sub-825048,-0.7307692307692306,3.347036201046327e-05
meg-alpha_original,meg-alpha_inverted,sub-891667,-0.7107692307692308,6.838177233326357e-05
mri_original,meg-alpha_original,sub-102816,0.5438461538461539,0.004952664674829253
mri_original,meg-alpha_original,sub-106521,0.24923076923076923,0.2295852432198183
mri_original,meg-alpha_original,sub-113922,0.15307692307692308,0.4650710581407873
mri_original,meg-alpha_original,sub-153732,0.18769230769230769,0.36895229419053976
mri_original,meg-alpha_original,sub-162935,-0.07384615384615385,0.7257331056231732
mri_original,meg-alpha_original,sub-164636,0.20461538461538462,0.3265277832159157
mri_original,meg-alpha_original,sub-172029,0.11307692307692309,0.5904595228666748
mri_original,meg-alpha_original,sub-175540,-0.44846153846153847,0.024547450333057354
mri_original,meg-alpha_original,sub-177746,-0.05538461538461539,0.7925912249870333
mri_original,meg-alpha_original,sub-179245,0.12538461538461537,0.5503795193738266
mri_original,meg-alpha_original,sub-181232,-0.08846153846153845,0.6741280977330553
mri_original,meg-alpha_original,sub-187547,0.09692307692307693,0.6448756436801819
mri_original,meg-alpha_original,sub-189349,0.043076923076923075,0.8380001161641176
mri_original,meg-alpha_original,sub-195041,0.24846153846153846,0.23107336631742548
mri_original,meg-alpha_original,sub-198653,0.036923076923076927,0.8609043379608134
mri_original,meg-alpha_original,sub-212318,0.5223076923076923,0.00739837730776276
mri_original,meg-alpha_original,sub-212823,-0.08846153846153845,0.6741280977330553
mri_original,meg-alpha_original,sub-255639,0.33,0.1071735605208438
mri_original,meg-alpha_original,sub-257845,-0.03307692307692307,0.875276314151181
mri_original,meg-alpha_original,sub-287248,-0.07846153846153846,0.7092983704196518
mri_original,meg-alpha_original,sub-353740,-0.1423076923076923,0.4974060918481682
mri_original,meg-alpha_original,sub-406836,0.4884615384615385,0.01323170210075434
mri_original,meg-alpha_original,sub-512835,0.19999999999999998,0.3377926739978242
mri_original,meg-alpha_original,sub-568963,0.29000000000000004,0.15966555837853297
mri_original,meg-alpha_original,sub-599671,0.3876923076923077,0.05550775224256221
mri_original,meg-alpha_original,sub-725751,0.40461538461538454,0.04483154257566177
mri_original,meg-alpha_original,sub-783462,0.4669230769230769,0.018617032333312536
mri_original,meg-alpha_original,sub-825048,-0.20230769230769227,0.3321314401444694
mri_original,meg-alpha_original,sub-891667,0.5776923076923076,0.0024934364343734542
mri_inverted,meg-alpha_inverted,sub-102816,0.6923076923076923,0.00012578593977249946
mri_inverted,meg-alpha_inverted,sub-106521,0.5961538461538461,0.0016611241919869063
mri_inverted,meg-alpha_inverted,sub-113922,0.5984615384615385,0.0015761879756822103
mri_inverted,meg-alpha_inverted,sub-153732,0.3238461538461538,0.11428261315645856
mri_inverted,meg-alpha_inverted,sub-162935,0.2676923076923077,0.1957689655765983
mri_inverted,meg-alpha_inverted,sub-164636,0.5846153846153846,0.002147159241684255
mri_inverted,meg-alpha_inverted,sub-172029,0.7699999999999999,6.7635213040788544e-06
mri_inverted,meg-alpha_inverted,sub-175540,-0.02923076923076923,0.8896867792662461
mri_inverted,meg-alpha_inverted,sub-177746,0.4946153846153846,0.011954677391415963
mri_inverted,meg-alpha_inverted,sub-179245,0.43615384615384617,0.029287387372710263
mri_inverted,meg-alpha_inverted,sub-181232,0.3161538461538462,0.12364832141188487
mri_inverted,meg-alpha_inverted,sub-187547,0.22153846153846157,0.28720269174260227
mri_inverted,meg-alpha_inverted,sub-189349,0.48538461538461536,0.013911171596886906
mri_inverted,meg-alpha_inverted,sub-195041,0.16384615384615386,0.4338620362289227
mri_inverted,meg-alpha_inverted,sub-198653,0.33076923076923076,0.10630845408160397
mri_inverted,meg-alpha_inverted,sub-212318,0.5807692307692308,0.002334073055055463
mri_inverted,meg-alpha_inverted,sub-212823,0.07615384615384616,0.717500486460383
mri_inverted,meg-alpha_inverted,sub-255639,0.8115384615384615,8.531851013420067e-07
mri_inverted,meg-alpha_inverted,sub-257845,0.5846153846153846,0.002147159241684255
mri_inverted,meg-alpha_inverted,sub-287248,0.09076923076923075,0.6661022395647747
mri_inverted,meg-alpha_inverted,sub-353740,-0.11461538461538462,0.5853816553920668
mri_inverted,meg-alpha_inverted,sub-406836,0.5453846153846154,0.004807865215026952
mri_inverted,meg-alpha_inverted,sub-512835,0.4123076923076923,0.04054742886120219
mri_inverted,meg-alpha_inverted,sub-568963,0.7692307692307693,6.9993767826127116e-06
mri_inverted,meg-alpha_inverted,sub-599671,0.5592307692307692,0.003657764206767084
mri_inverted,meg-alpha_inverted,sub-725751,0.6892307692307692,0.00013864377397777142
mri_inverted,meg-alpha_inverted,sub-783462,0.7723076923076923,6.097794652172734e-06
mri_inverted,meg-alpha_inverted,sub-825048,0.48307692307692307,0.014439400973032788
mri_inverted,meg-alpha_inverted,sub-891667,0.816923076923077,6.288362327910512e-07
mri_original,meg-alpha_inverted,sub-102816,-0.2376923076923077,0.25257893718598984
mri_original,meg-alpha_inverted,sub-106521,-0.45,0.024001313370769786
mri_original,meg-alpha_inverted,sub-113922,-0.2776923076923077,0.1789521687726474
mri_original,meg-alpha_inverted,sub-153732,-0.08076923076923077,0.7011275748533198
mri_original,meg-alpha_inverted,sub-162935,0.05384615384615384,0.7982347221477955
mri_original,meg-alpha_inverted,sub-164636,-0.03923076923076923,0.8523014444616794
mri_original,meg-alpha_inverted,sub-172029,-0.15000000000000002,0.4741966461552527
mri_original,meg-alpha_inverted,sub-175540,0.31076923076923074,0.13052875928344368
mri_original,meg-alpha_inverted,sub-177746,-0.006923076923076924,0.9737994035133074
mri_original,meg-alpha_inverted,sub-179245,-0.24384615384615385,0.24013623654456348
mri_original,meg-alpha_inverted,sub-181232,0.09076923076923075,0.6661022395647747
mri_original,meg-alpha_inverted,sub-187547,-0.18692307692307694,0.37095344799135543
mri_original,meg-alpha_inverted,sub-189349,-0.04230769230769231,0.8408565379913094
mri_original,meg-alpha_inverted,sub-195041,-0.2815384615384615,0.1727595261671579
mri_original,meg-alpha_inverted,sub-198653,-0.1946153846153846,0.35122536711204
mri_original,meg-alpha_inverted,sub-212318,-0.3561538461538461,0.08056424160875286
mri_original,meg-alpha_inverted,sub-212823,0.07538461538461538,0.720241344236858
mri_original,meg-alpha_inverted,sub-255639,-0.4469230769230769,0.025103582497618553
mri_original,meg-alpha_inverted,sub-257845,0.0723076923076923,0.7312380568633035
mri_original,meg-alpha_inverted,sub-287248,0.2907692307692308,0.15851094976487984
mri_original,meg-alpha_inverted,sub-353740,0.1992307692307692,0.3396925245488783
mri_original,meg-alpha_inverted,sub-406836,-0.39615384615384613,0.04994695145286887
mri_original,meg-alpha_inverted,sub-512835,-0.22153846153846157,0.28720269174260227
mri_original,meg-alpha_inverted,sub-568963,-0.3738461538461539,0.06563115158714224
mri_original,meg-alpha_inverted,sub-599671,-0.5946153846153845,0.001719902417473404
mri_original,meg-alpha_inverted,sub-725751,-0.30538461538461537,0.13768208799681803
mri_original,meg-alpha_inverted,sub-783462,-0.35307692307692307,0.08340459298589081
mri_original,meg-alpha_inverted,sub-825048,0.19384615384615386,0.35316974326493866
mri_original,meg-alpha_inverted,sub-891667,-0.5015384615384615,0.010641540371194008
mri_inverted,meg-alpha_original,sub-102816,-0.4907692307692308,0.012740252304610943
mri_inverted,meg-alpha_original,sub-106521,-0.5038461538461538,0.010231357533068978
mri_inverted,meg-alpha_original,sub-113922,-0.21307692307692308,0.3064753923200176
mri_inverted,meg-alpha_original,sub-153732,-0.21999999999999997,0.2906487133659938
mri_inverted,meg-alpha_original,sub-162935,-0.041538461538461545,0.8437149161571618
mri_inverted,meg-alpha_original,sub-164636,-0.4753846153846154,0.016320582719677446
mri_inverted,meg-alpha_original,sub-172029,-0.4084615384615385,0.04264708244513199
mri_inverted,meg-alpha_original,sub-175540,0.15384615384615383,0.46280399078181256
mri_inverted,meg-alpha_original,sub-177746,-0.31076923076923074,0.13052875928344368
mri_inverted,meg-alpha_original,sub-179245,-0.2592307692307692,0.21081769004196943
mri_inverted,meg-alpha_original,sub-181232,-0.15846153846153843,0.4493231524799268
mri_inverted,meg-alpha_original,sub-187547,-0.13153846153846155,0.5308207561584127
mri_inverted,meg-alpha_original,sub-189349,-0.22538461538461538,0.27870069210212717
mri_inverted,meg-alpha_original,sub-195041,-0.05461538461538461,0.795411725102699
mri_inverted,meg-alpha_original,sub-198653,-0.04923076923076923,0.815223274483154
mri_inverted,meg-alpha_original,sub-212318,-0.5046153846153847,0.010097580807118
mri_inverted,meg-alpha_original,sub-212823,-0.013846153846153848,0.9476251645766063
mri_inverted,meg-alpha_original,sub-255639,-0.5461538461538461,0.004736814825621585
mri_inverted,meg-alpha_original,sub-257845,-0.4415384615384615,0.02713064164922772
mri_inverted,meg-alpha_original,sub-287248,-0.004615384615384616,0.9825313078759506
mri_inverted,meg-alpha_original,sub-353740,0.19076923076923075,0.36101054681468103
mri_inverted,meg-alpha_original,sub-406836,-0.33461538461538465,0.10206022055521323
mri_inverted,meg-alpha_original,sub-512835,-0.2776923076923077,0.1789521687726474
mri_inverted,meg-alpha_original,sub-568963,-0.4684615384615385,0.018180965586760994
mri_inverted,meg-alpha_original,sub-599671,-0.5446153846153846,0.004879812185468513
mri_inverted,meg-alpha_original,sub-725751,-0.5069230769230769,0.009704932351348812
mri_inverted,meg-alpha_original,sub-783462,-0.44307692307692315,0.026538497297724412
mri_inverted,meg-alpha_original,sub-825048,-0.4176923076923077,0.03774613883179592
mri_inverted,meg-alpha_original,sub-891667,-0.5784615384615384,0.002452750938655391
meg-beta_original,meg-beta_inverted,sub-102816,-0.5946153846153845,0.001719902417473404
meg-beta_original,meg-beta_inverted,sub-106521,-0.5715384615384614,0.0028401349969921896
meg-beta_original,meg-beta_inverted,sub-113922,-0.8223076923076923,4.5885907815280126e-07
meg-beta_original,meg-beta_inverted,sub-153732,-0.7092307692307692,7.207021355975451e-05
meg-beta_original,meg-beta_inverted,sub-162935,-0.6238461538461538,0.0008612272748542873
meg-beta_original,meg-beta_inverted,sub-164636,-0.7861538461538461,3.1907766589855138e-06
meg-beta_original,meg-beta_inverted,sub-172029,-0.8146153846153847,7.17536501157323e-07
meg-beta_original,meg-beta_inverted,sub-175540,-0.6576923076923078,0.0003530941441030113
meg-beta_original,meg-beta_inverted,sub-177746,-0.5492307692307692,0.004461402426038191
meg-beta_original,meg-beta_inverted,sub-179245,-0.4692307692307692,0.017966079892348157
meg-beta_original,meg-beta_inverted,sub-181232,-0.4823076923076923,0.014619098711298711
meg-beta_original,meg-beta_inverted,sub-187547,-0.7692307692307693,6.9993767826127116e-06
meg-beta_original,meg-beta_inverted,sub-189349,-0.4676923076923077,0.018397944749552447
meg-beta_original,meg-beta_inverted,sub-195041,-0.7776923076923077,4.765810644471689e-06
meg-beta_original,meg-beta_inverted,sub-198653,-0.7384615384615385,2.5007668816979195e-05
meg-beta_original,meg-beta_inverted,sub-212318,-0.6253846153846154,0.0008288625593398185
meg-beta_original,meg-beta_inverted,sub-212823,-0.5215384615384615,0.00750165189772096
meg-beta_original,meg-beta_inverted,sub-255639,-0.6107692307692307,0.0011833026422937375
meg-beta_original,meg-beta_inverted,sub-257845,-0.7615384615384616,9.792568235371873e-06
meg-beta_original,meg-beta_inverted,sub-287248,-0.5207692307692308,0.007606128587039084
meg-beta_original,meg-beta_inverted,sub-353740,-0.5130769230769231,0.008719427569219104
meg-beta_original,meg-beta_inverted,sub-406836,-0.8223076923076923,4.5885907815280126e-07
meg-beta_original,meg-beta_inverted,sub-512835,-0.6900000000000001,0.00013532580043195636
meg-beta_original,meg-beta_inverted,sub-568963,-0.7223076923076923,4.561713460837436e-05
meg-beta_original,meg-beta_inverted,sub-599671,-0.8376923076923077,1.7546593840860256e-07
meg-beta_original,meg-beta_inverted,sub-725751,-0.7253846153846153,4.0812362640375934e-05
meg-beta_original,meg-beta_inverted,sub-783462,-0.8446153846153847,1.1017098747805242e-07
meg-beta_original,meg-beta_inverted,sub-825048,-0.7884615384615384,2.8512225517544832e-06
meg-beta_original,meg-beta_inverted,sub-891667,-0.7092307692307692,7.207021355975451e-05
mri_original,meg-beta_original,sub-102816,0.4807692307692307,0.014984009366080195
mri_original,meg-beta_original,sub-106521,0.6046153846153847,0.001367666134039168
mri_original,meg-beta_original,sub-113922,0.6661538461538461,0.00027770990911767964
mri_original,meg-beta_original,sub-153732,0.573076923076923,0.002749831030170032
mri_original,meg-beta_original,sub-162935,0.20923076923076922,0.315493655798588
mri_original,meg-beta_original,sub-164636,0.3807692307692308,0.06040566497226483
mri_original,meg-beta_original,sub-172029,0.33307692307692305,0.10374411886277625
mri_original,meg-beta_original,sub-175540,0.5253846153846153,0.006997085226581306
mri_original,meg-beta_original,sub-177746,0.15384615384615383,0.46280399078181256
mri_original,meg-beta_original,sub-179245,0.40461538461538454,0.04483154257566177
mri_original,meg-beta_original,sub-181232,0.4415384615384615,0.02713064164922772
mri_original,meg-beta_original,sub-187547,0.546923076923077,0.00466665213959027
mri_original,meg-beta_original,sub-189349,0.35,0.08631994521775348
mri_original,meg-beta_original,sub-195041,0.5038461538461538,0.010231357533068978
mri_original,meg-beta_original,sub-198653,0.5830769230769232,0.0022203297518509847
mri_original,meg-beta_original,sub-212318,0.5638461538461538,0.003330447346192965
mri_original,meg-beta_original,sub-212823,0.5292307692307692,0.00652124189178532
mri_original,meg-beta_original,sub-255639,0.3123076923076923,0.12853528769607103
mri_original,meg-beta_original,sub-257845,0.1423076923076923,0.4974060918481682
mri_original,meg-beta_original,sub-287248,0.43076923076923074,0.03157956244560084
mri_original,meg-beta_original,sub-353740,0.5661538461538461,0.0031763397406322624
mri_original,meg-beta_original,sub-406836,0.7461538461538462,1.849686710078276e-05
mri_original,meg-beta_original,sub-512835,0.5538461538461539,0.004073699461933922
mri_original,meg-beta_original,sub-568963,0.6399999999999999,0.0005701693749025585
mri_original,meg-beta_original,sub-599671,0.48461538461538467,0.014085451219719318
mri_original,meg-beta_original,sub-725751,0.63,0.0007379916732732262
mri_original,meg-beta_original,sub-783462,0.6161538461538462,0.0010399474648015677
mri_original,meg-beta_original,sub-825048,0.3069230769230769,0.13561015159724565
mri_original,meg-beta_original,sub-891667,0.61,0.001205109101938138
mri_inverted,meg-beta_inverted,sub-102816,0.6761538461538462,0.00020704752078118933
mri_inverted,meg-beta_inverted,sub-106521,0.7515384615384615,1.488207930809173e-05
mri_inverted,meg-beta_inverted,sub-113922,0.7269230769230769,3.8582056547708537e-05
mri_inverted,meg-beta_inverted,sub-153732,0.7892307692307692,2.745427481500586e-06
mri_inverted,meg-beta_inverted,sub-162935,0.3423076923076923,0.09394371684804809
mri_inverted,meg-beta_inverted,sub-164636,0.6246153846153846,0.0008449110535915363
mri_inverted,meg-beta_inverted,sub-172029,0.803076923076923,1.3522320063587727e-06
mri_inverted,meg-beta_inverted,sub-175540,0.8738461538461537,1.1654253460528004e-08
mri_inverted,meg-beta_inverted,sub-177746,0.4623076923076923,0.01997667871234909
mri_inverted,meg-beta_inverted,sub-179245,0.6115384615384616,0.0011618366565919222
mri_inverted,meg-beta_inverted,sub-181232,0.6646153846153847,0.0002902652648071729
mri_inverted,meg-beta_inverted,sub-187547,0.6830769230769231,0.00016785911197024356
mri_inverted,meg-beta_inverted,sub-189349,0.6176923076923077,0.0010018471829932982
mri_inverted,meg-beta_inverted,sub-195041,0.3646153846153847,0.07313083237165932
mri_inverted,meg-beta_inverted,sub-198653,0.7253846153846153,4.0812362640375934e-05
mri_inverted,meg-beta_inverted,sub-212318,0.6792307692307692,0.0001887402524069245
mri_inverted,meg-beta_inverted,sub-212823,0.5353846153846153,0.00581642313938255
mri_inverted,meg-beta_inverted,sub-255639,0.8046153846153845,1.2456660325798921e-06
mri_inverted,meg-beta_inverted,sub-257845,0.42692307692307696,0.033302974687862176
mri_inverted,meg-beta_inverted,sub-287248,0.793076923076923,2.2671857391655608e-06
mri_inverted,meg-beta_inverted,sub-353740,0.8223076923076923,4.5885907815280126e-07
mri_inverted,meg-beta_inverted,sub-406836,0.7376923076923076,2.57587747741813e-05
mri_inverted,meg-beta_inverted,sub-512835,0.6438461538461538,0.000515065106523992
mri_inverted,meg-beta_inverted,sub-568963,0.7538461538461538,1.353535484947291e-05
mri_inverted,meg-beta_inverted,sub-599671,0.5392307692307693,0.0054093036448047815
mri_inverted,meg-beta_inverted,sub-725751,0.7192307692307691,5.091437665523916e-05
mri_inverted,meg-beta_inverted,sub-783462,0.6961538461538461,0.00011119312457937078
mri_inverted,meg-beta_inverted,sub-825048,0.7161538461538461,5.6746929417367946e-05
mri_inverted,meg-beta_inverted,sub-891667,0.7907692307692307,2.544284901192431e-06
mri_original,meg-beta_inverted,sub-102816,-0.30000000000000004,0.14511308137364481
mri_original,meg-beta_inverted,sub-106521,-0.5961538461538461,0.0016611241919869063
mri_original,meg-beta_inverted,sub-113922,-0.6184615384615385,0.000983252721449411
mri_original,meg-beta_inverted,sub-153732,-0.39615384615384613,0.04994695145286887
mri_original,meg-beta_inverted,sub-162935,0.023846153846153843,0.9099177127623183
mri_original,meg-beta_inverted,sub-164636,-0.27153846153846156,0.18917776818595083
mri_original,meg-beta_inverted,sub-172029,-0.4653846153846154,0.019061592840754593
mri_original,meg-beta_inverted,sub-175540,-0.5046153846153847,0.010097580807118
mri_original,meg-beta_inverted,sub-177746,-0.2976923076923077,0.14838393072691372
mri_original,meg-beta_inverted,sub-179245,-0.5646153846153846,0.0032783882441606714
mri_original,meg-beta_inverted,sub-181232,-0.4692307692307692,0.017966079892348157
mri_original,meg-beta_inverted,sub-187547,-0.5961538461538461,0.0016611241919869063
mri_original,meg-beta_inverted,sub-189349,-0.32923076923076927,0.10804385773497074
mri_original,meg-beta_inverted,sub-195041,-0.3546153846153846,0.08197511194517204
mri_original,meg-beta_inverted,sub-198653,-0.6007692307692307,0.0014950041838964238
mri_original,meg-beta_inverted,sub-212318,-0.44846153846153847,0.024547450333057354
mri_original,meg-beta_inverted,sub-212823,-0.33,0.1071735605208438
mri_original,meg-beta_inverted,sub-255639,-0.39076923076923076,0.05343258614268807
mri_original,meg-beta_inverted,sub-257845,-0.21538461538461537,0.30114175791935804
mri_original,meg-beta_inverted,sub-287248,-0.45230769230769236,0.023200566159354626
mri_original,meg-beta_inverted,sub-353740,-0.33999999999999997,0.0963261661414154
mri_original,meg-beta_inverted,sub-406836,-0.643076923076923,0.0005257001326913225
mri_original,meg-beta_inverted,sub-512835,-0.5992307692307692,0.0015487166206840717
mri_original,meg-beta_inverted,sub-568963,-0.6684615384615384,0.0002597655001197189
mri_original,meg-beta_inverted,sub-599671,-0.5569230769230769,0.0038313877602207673
mri_original,meg-beta_inverted,sub-725751,-0.39692307692307693,0.04946387217123112
mri_original,meg-beta_inverted,sub-783462,-0.6015384615384615,0.0014687529995628726
mri_original,meg-beta_inverted,sub-825048,-0.32923076923076927,0.10804385773497074
mri_original,meg-beta_inverted,sub-891667,-0.4115384615384615,0.04096068244289257
mri_inverted,meg-beta_original,sub-102816,-0.3161538461538462,0.12364832141188487
mri_inverted,meg-beta_original,sub-106521,-0.5407692307692307,0.005253310692959465
mri_inverted,meg-beta_original,sub-113922,-0.5846153846153846,0.002147159241684255
mri_inverted,meg-beta_original,sub-153732,-0.4753846153846154,0.016320582719677446
mri_inverted,meg-beta_original,sub-162935,-0.22923076923076924,0.2703601898431141
mri_inverted,meg-beta_original,sub-164636,-0.46307692307692305,0.01974462362857622
mri_inverted,meg-beta_original,sub-172029,-0.5907692307692308,0.001874700009635053
mri_inverted,meg-beta_original,sub-175540,-0.6323076923076923,0.0006958827969825711
mri_inverted,meg-beta_original,sub-177746,-0.11230769230769232,0.5930055283532201
mri_inverted,meg-beta_original,sub-179245,-0.3823076923076923,0.059289396979112674
mri_inverted,meg-beta_original,sub-181232,-0.4438461538461538,0.026246353455600696
mri_inverted,meg-beta_original,sub-187547,-0.45,0.024001313370769786
mri_inverted,meg-beta_original,sub-189349,-0.2561538461538462,0.21647833224140894
mri_inverted,meg-beta_original,sub-195041,-0.37538461538461537,0.06444094638251531
mri_inverted,meg-beta_original,sub-198653,-0.4584615384615385,0.021170480845165648
mri_inverted,meg-beta_original,sub-212318,-0.48615384615384616,0.013738670501970229
mri_inverted,meg-beta_original,sub-212823,-0.3223076923076923,0.11611273112778325
mri_inverted,meg-beta_original,sub-255639,-0.41846153846153844,0.03735881098217245
mri_inverted,meg-beta_original,sub-257845,-0.10846153846153846,0.6058053003522006
mri_inverted,meg-beta_original,sub-287248,-0.43,0.031918410592466445
mri_inverted,meg-beta_original,sub-353740,-0.4992307692307692,0.011065261834899007
mri_inverted,meg-beta_original,sub-406836,-0.4776923076923077,0.015736283971364878
mri_inverted,meg-beta_original,sub-512835,-0.3515384615384615,0.08485282437970938
