A,B,sub,rho,p
mri_inverted,meg-beta_original,sub-568963,-0.47846153846153844,0.015545373390900938
mri_inverted,meg-beta_original,sub-599671,-0.52,0.007711818220334813
mri_inverted,meg-beta_original,sub-725751,-0.43615384615384617,0.029287387372710263
mri_inverted,meg-beta_original,sub-783462,-0.5507692307692308,0.0043288477428478885
mri_inverted,meg-beta_original,sub-825048,-0.5423076923076924,0.005101122263604562
mri_inverted,meg-beta_original,sub-891667,-0.5953846153846154,0.0016902943707928157
meg-lgamma_original,meg-lgamma_inverted,sub-102816,-0.7053846153846153,8.206806844597019e-05
meg-lgamma_original,meg-lgamma_inverted,sub-106521,-0.6861538461538461,0.00015263992227423608
meg-lgamma_original,meg-lgamma_inverted,sub-113922,-0.7061538461538461,7.997618571564303e-05
meg-lgamma_original,meg-lgamma_inverted,sub-153732,-0.5753846153846153,0.0026189622644539542
meg-lgamma_original,meg-lgamma_inverted,sub-162935,-0.8553846153846153,5.098977369778637e-08
meg-lgamma_original,meg-lgamma_inverted,sub-164636,-0.8038461538461538,1.2979714272849509e-06
meg-lgamma_original,meg-lgamma_inverted,sub-172029,-0.7338461538461539,2.982194966558233e-05
meg-lgamma_original,meg-lgamma_inverted,sub-175540,-0.703076923076923,8.863539245670383e-05
meg-lgamma_original,meg-lgamma_inverted,sub-177746,-0.7530769230769231,1.3971723655833857e-05
meg-lgamma_original,meg-lgamma_inverted,sub-179245,-0.5284615384615384,0.006614175335379868
meg-lgamma_original,meg-lgamma_inverted,sub-181232,-0.7176923076923076,5.376094496455514e-05
meg-lgamma_original,meg-lgamma_inverted,sub-187547,-0.7269230769230769,3.8582056547708537e-05
meg-lgamma_original,meg-lgamma_inverted,sub-189349,-0.6569230769230769,0.0003607567346294127
meg-lgamma_original,meg-lgamma_inverted,sub-195041,-0.8792307692307693,7.2535899923591896e-09
meg-lgamma_original,meg-lgamma_inverted,sub-198653,-0.6915384615384614,0.00012889813138549549
meg-lgamma_original,meg-lgamma_inverted,sub-212318,-0.7461538461538462,1.849686710078276e-05
meg-lgamma_original,meg-lgamma_inverted,sub-212823,-0.7053846153846153,8.206806844597019e-05
meg-lgamma_original,meg-lgamma_inverted,sub-255639,-0.6476923076923076,0.00046464395766155877
meg-lgamma_original,meg-lgamma_inverted,sub-257845,-0.7923076923076923,2.3563996665439814e-06
meg-lgamma_original,meg-lgamma_inverted,sub-287248,-0.8223076923076923,4.5885907815280126e-07
meg-lgamma_original,meg-lgamma_inverted,sub-353740,-0.5807692307692308,0.002334073055055463
meg-lgamma_original,meg-lgamma_inverted,sub-406836,-0.8546153846153846,5.3983133829915596e-08
meg-lgamma_original,meg-lgamma_inverted,sub-512835,-0.8200000000000001,5.258747595586103e-07
meg-lgamma_original,meg-lgamma_inverted,sub-568963,-0.6653846153846155,0.00028392704699323196
meg-lgamma_original,meg-lgamma_inverted,sub-599671,-0.6253846153846154,0.0008288625593398185
meg-lgamma_original,meg-lgamma_inverted,sub-725751,-0.5753846153846153,0.0026189622644539542
meg-lgamma_original,meg-lgamma_inverted,sub-783462,-0.51,0.009201208926110364
meg-lgamma_original,meg-lgamma_inverted,sub-825048,-0.733076923076923,3.06994146892447e-05
meg-lgamma_original,meg-lgamma_inverted,sub-891667,-0.7476923076923078,1.739216623323107e-05
mri_original,meg-lgamma_original,sub-102816,0.09461538461538462,0.6528051126847747
mri_original,meg-lgamma_original,sub-106521,0.26384615384615384,0.20251547162065686
mri_original,meg-lgamma_original,sub-113922,0.3161538461538462,0.12364832141188487
mri_original,meg-lgamma_original,sub-153732,0.2684615384615385,0.1944383348505003
mri_original,meg-lgamma_original,sub-162935,0.30615384615384617,0.13664329314039278
mri_original,meg-lgamma_original,sub-164636,0.19153846153846155,0.3590408645895138
mri_original,meg-lgamma_original,sub-172029,0.003076923076923077,0.988353722886774
mri_original,meg-lgamma_original,sub-175540,-0.15000000000000002,0.4741966461552527
mri_original,meg-lgamma_original,sub-177746,0.31076923076923074,0.13052875928344368
mri_original,meg-lgamma_original,sub-179245,0.2676923076923077,0.1957689655765983
mri_original,meg-lgamma_original,sub-181232,0.2453846153846154,0.2370897001583282
mri_original,meg-lgamma_original,sub-187547,0.3561538461538461,0.08056424160875286
mri_original,meg-lgamma_original,sub-189349,0.09384615384615384,0.6554564771802143
mri_original,meg-lgamma_original,sub-195041,0.44076923076923075,0.027430675282943604
mri_original,meg-lgamma_original,sub-198653,0.28384615384615386,0.16911653617944641
mri_original,meg-lgamma_original,sub-212318,-0.14076923076923076,0.5021146784013018
mri_original,meg-lgamma_original,sub-212823,0.3723076923076923,0.06683818554298158
mri_original,meg-lgamma_original,sub-255639,0.061538461538461535,0.7701210708628821
mri_original,meg-lgamma_original,sub-257845,-0.2376923076923077,0.25257893718598984
mri_original,meg-lgamma_original,sub-287248,0.3130769230769231,0.12754687047443294
mri_original,meg-lgamma_original,sub-353740,0.4107692307692308,0.04137725673275661
mri_original,meg-lgamma_original,sub-406836,0.3623076923076923,0.07510405629884179
mri_original,meg-lgamma_original,sub-512835,0.23923076923076922,0.2494297208431553
mri_original,meg-lgamma_original,sub-568963,0.46615384615384614,0.018838243344018554
mri_original,meg-lgamma_original,sub-599671,0.3130769230769231,0.12754687047443294
mri_original,meg-lgamma_original,sub-725751,0.24153846153846154,0.24475409855765912
mri_original,meg-lgamma_original,sub-783462,0.2815384615384615,0.1727595261671579
mri_original,meg-lgamma_original,sub-825048,0.13999999999999999,0.504477192636605
mri_original,meg-lgamma_original,sub-891667,0.47307692307692306,0.016922533876749954
mri_inverted,meg-lgamma_inverted,sub-102816,0.32692307692307687,0.1106860533688749
mri_inverted,meg-lgamma_inverted,sub-106521,0.5661538461538461,0.0031763397406322624
mri_inverted,meg-lgamma_inverted,sub-113922,0.5223076923076923,0.00739837730776276
mri_inverted,meg-lgamma_inverted,sub-153732,0.5415384615384615,0.00517674554086912
mri_inverted,meg-lgamma_inverted,sub-162935,0.5876923076923077,0.00200697959282309
mri_inverted,meg-lgamma_inverted,sub-164636,0.3738461538461539,0.06563115158714224
mri_inverted,meg-lgamma_inverted,sub-172029,0.6976923076923077,0.00010578609293557157
mri_inverted,meg-lgamma_inverted,sub-175540,0.4723076923076923,0.017127174630535404
mri_inverted,meg-lgamma_inverted,sub-177746,0.5176923076923077,0.008036274163803127
mri_inverted,meg-lgamma_inverted,sub-179245,0.5723076923076923,0.002794672646580781
mri_inverted,meg-lgamma_inverted,sub-181232,0.46384615384615385,0.01951476779247494
mri_inverted,meg-lgamma_inverted,sub-187547,0.5461538461538461,0.004736814825621585
mri_inverted,meg-lgamma_inverted,sub-189349,0.4723076923076923,0.017127174630535404
mri_inverted,meg-lgamma_inverted,sub-195041,0.33384615384615385,0.10289961467836549
mri_inverted,meg-lgamma_inverted,sub-198653,0.6392307692307693,0.0005817833939500861
mri_inverted,meg-lgamma_inverted,sub-212318,0.3492307692307692,0.08706063248527335
mri_inverted,meg-lgamma_inverted,sub-212823,0.5523076923076923,0.004199635901079686
mri_inverted,meg-lgamma_inverted,sub-255639,0.5584615384615385,0.0037148823305305206
mri_inverted,meg-lgamma_inverted,sub-257845,0.2569230769230769,0.21505370359693765
mri_inverted,meg-lgamma_inverted,sub-287248,0.6461538461538462,0.0004842725395958797
mri_inverted,meg-lgamma_inverted,sub-353740,0.6653846153846155,0.00028392704699323196
mri_inverted,meg-lgamma_inverted,sub-406836,0.4123076923076923,0.04054742886120219
mri_inverted,meg-lgamma_inverted,sub-512835,0.3876923076923077,0.05550775224256221
mri_inverted,meg-lgamma_inverted,sub-568963,0.7107692307692308,6.838177233326357e-05
mri_inverted,meg-lgamma_inverted,sub-599671,0.4107692307692308,0.04137725673275661
mri_inverted,meg-lgamma_inverted,sub-725751,0.6223076923076922,0.0008946777270382536
mri_inverted,meg-lgamma_inverted,sub-783462,0.6915384615384614,0.00012889813138549549
mri_inverted,meg-lgamma_inverted,sub-825048,0.6946153846153846,0.00011684134330531795
mri_inverted,meg-lgamma_inverted,sub-891667,0.6723076923076923,0.000232101742663929
mri_original,meg-lgamma_inverted,sub-102816,-0.13307692307692306,0.5259830658616598
mri_original,meg-lgamma_inverted,sub-106521,-0.4038461538461539,0.04527880876838549
mri_original,meg-lgamma_inverted,sub-113922,-0.42076923076923073,0.036215723483100655
mri_original,meg-lgamma_inverted,sub-153732,-0.1476923076923077,0.4811005696665245
mri_original,meg-lgamma_inverted,sub-162935,-0.3861538461538461,0.05656854635871757
mri_original,meg-lgamma_inverted,sub-164636,-0.19615384615384615,0.3473556499313192
mri_original,meg-lgamma_inverted,sub-172029,-0.2169230769230769,0.2976182551465212
mri_original,meg-lgamma_inverted,sub-175540,-0.18,0.38924501850072923
mri_original,meg-lgamma_inverted,sub-177746,-0.3546153846153846,0.08197511194517204
mri_original,meg-lgamma_inverted,sub-179245,-0.40692307692307694,0.04351056422815661
mri_original,meg-lgamma_inverted,sub-181232,-0.33153846153846156,0.1054485223918959
mri_original,meg-lgamma_inverted,sub-187547,-0.4576923076923077,0.021416054925832997
mri_original,meg-lgamma_inverted,sub-189349,-0.21307692307692308,0.3064753923200176
mri_original,meg-lgamma_inverted,sub-195041,-0.45384615384615384,0.022678852863870013
mri_original,meg-lgamma_inverted,sub-198653,-0.4923076923076923,0.012421062192862625
mri_original,meg-lgamma_inverted,sub-212318,-0.23846153846153845,0.2510011134189242
mri_original,meg-lgamma_inverted,sub-212823,-0.5092307692307693,0.009325053309110123
mri_original,meg-lgamma_inverted,sub-255639,-0.22846153846153847,0.2720153736834069
mri_original,meg-lgamma_inverted,sub-257845,-0.04230769230769231,0.8408565379913094
mri_original,meg-lgamma_inverted,sub-287248,-0.3869230769230769,0.056036199896614826
mri_original,meg-lgamma_inverted,sub-353740,-0.4669230769230769,0.018617032333312536
mri_original,meg-lgamma_inverted,sub-406836,-0.41846153846153844,0.03735881098217245
mri_original,meg-lgamma_inverted,sub-512835,-0.48384615384615387,0.014261523086841301
mri_original,meg-lgamma_inverted,sub-568963,-0.6376923076923077,0.0006056281450803111
mri_original,meg-lgamma_inverted,sub-599671,-0.5792307692307693,0.0024126328200866076
mri_original,meg-lgamma_inverted,sub-725751,-0.30769230769230765,0.1345826496160396
mri_original,meg-lgamma_inverted,sub-783462,-0.5023076923076923,0.010503325012917598
mri_original,meg-lgamma_inverted,sub-825048,-0.2915384615384616,0.15736225008219257
mri_original,meg-lgamma_inverted,sub-891667,-0.38,0.060969856136655204
mri_inverted,meg-lgamma_original,sub-102816,-0.04538461538461538,0.8294429316309466
mri_inverted,meg-lgamma_original,sub-106521,-0.27076923076923076,0.19048363370639726
mri_inverted,meg-lgamma_original,sub-113922,-0.2592307692307692,0.21081769004196943
mri_inverted,meg-lgamma_original,sub-153732,-0.21999999999999997,0.2906487133659938
mri_inverted,meg-lgamma_original,sub-162935,-0.39,0.053945620344267205
mri_inverted,meg-lgamma_original,sub-164636,-0.15384615384615383,0.46280399078181256
mri_inverted,meg-lgamma_original,sub-172029,-0.4015384615384615,0.04664167971380561
mri_inverted,meg-lgamma_original,sub-175540,-0.021538461538461538,0.9186055562072158
mri_inverted,meg-lgamma_original,sub-177746,-0.33307692307692305,0.10374411886277625
mri_inverted,meg-lgamma_original,sub-179245,-0.2676923076923077,0.1957689655765983
mri_inverted,meg-lgamma_original,sub-181232,-0.2646153846153846,0.20115369650871265
mri_inverted,meg-lgamma_original,sub-187547,-0.34384615384615386,0.09238008381677262
mri_inverted,meg-lgamma_original,sub-189349,-0.07153846153846154,0.7339954015507332
mri_inverted,meg-lgamma_original,sub-195041,-0.26153846153846155,0.20663834320215319
mri_inverted,meg-lgamma_original,sub-198653,-0.34615384615384615,0.09007129607094416
mri_inverted,meg-lgamma_original,sub-212318,-0.006923076923076924,0.9737994035133074
mri_inverted,meg-lgamma_original,sub-212823,-0.22153846153846157,0.28720269174260227
mri_inverted,meg-lgamma_original,sub-255639,-0.21307692307692308,0.3064753923200176
mri_inverted,meg-lgamma_original,sub-257845,0.10153846153846155,0.6291299593362891
mri_inverted,meg-lgamma_original,sub-287248,-0.4576923076923077,0.021416054925832997
mri_inverted,meg-lgamma_original,sub-353740,-0.21846153846153843,0.294120570294703
mri_inverted,meg-lgamma_original,sub-406836,-0.23846153846153845,0.2510011134189242
mri_inverted,meg-lgamma_original,sub-512835,-0.14384615384615382,0.49271954928907735
mri_inverted,meg-lgamma_original,sub-568963,-0.3723076923076923,0.06683818554298158
mri_inverted,meg-lgamma_original,sub-599671,-0.19999999999999998,0.3377926739978242
mri_inverted,meg-lgamma_original,sub-725751,-0.30769230769230765,0.1345826496160396
mri_inverted,meg-lgamma_original,sub-783462,-0.26615384615384613,0.19844887309568146
mri_inverted,meg-lgamma_original,sub-825048,-0.3869230769230769,0.056036199896614826
mri_inverted,meg-lgamma_original,sub-891667,-0.5030769230769231,0.01036660151118429
meg-hgamma_original,meg-hgamma_inverted,sub-102816,-0.826923076923077,3.4730186458766747e-07
meg-hgamma_original,meg-hgamma_inverted,sub-106521,-0.8592307692307692,3.8145976266422675e-08
meg-hgamma_original,meg-hgamma_inverted,sub-113922,-0.8238461538461539,4.1854381389918974e-07
meg-hgamma_original,meg-hgamma_inverted,sub-153732,-0.6630769230769231,0.00030331290957102215
meg-hgamma_original,meg-hgamma_inverted,sub-162935,-0.8992307692307692,1.0008637664511105e-09
meg-hgamma_original,meg-hgamma_inverted,sub-164636,-0.8584615384615385,4.0452809239794703e-08
meg-hgamma_original,meg-hgamma_inverted,sub-172029,-0.8715384615384615,1.4187284779496978e-08
meg-hgamma_original,meg-hgamma_inverted,sub-175540,-0.6153846153846153,0.0010594614438682035
meg-hgamma_original,meg-hgamma_inverted,sub-177746,-0.8684615384615384,1.8334950096284845e-08
meg-hgamma_original,meg-hgamma_inverted,sub-179245,-0.7792307692307692,4.436262495819455e-06
meg-hgamma_original,meg-hgamma_inverted,sub-181232,-0.7607692307692308,1.0120111161326285e-05
meg-hgamma_original,meg-hgamma_inverted,sub-187547,-0.7653846153846153,8.291960339097674e-06
meg-hgamma_original,meg-hgamma_inverted,sub-189349,-0.8215384615384616,4.802936040480089e-07
meg-hgamma_original,meg-hgamma_inverted,sub-195041,-0.9069230769230769,4.174685648671283e-10
meg-hgamma_original,meg-hgamma_inverted,sub-198653,-0.8084615384615383,1.011349233689982e-06
meg-hgamma_original,meg-hgamma_inverted,sub-212318,-0.7638461538461538,8.86571031210106e-06
meg-hgamma_original,meg-hgamma_inverted,sub-212823,-0.8584615384615385,4.0452809239794703e-08
meg-hgamma_original,meg-hgamma_inverted,sub-255639,-0.8530769230769231,6.044888882239676e-08
meg-hgamma_original,meg-hgamma_inverted,sub-257845,-0.6900000000000001,0.00013532580043195636
meg-hgamma_original,meg-hgamma_inverted,sub-287248,-0.8492307692307692,7.976861320615833e-08
meg-hgamma_original,meg-hgamma_inverted,sub-353740,-0.81,9.292598628661131e-07
meg-hgamma_original,meg-hgamma_inverted,sub-406836,-0.8246153846153846,3.9960265055728355e-07
meg-hgamma_original,meg-hgamma_inverted,sub-512835,-0.7676923076923077,7.493148839559231e-06
meg-hgamma_original,meg-hgamma_inverted,sub-568963,-0.7853846153846153,3.3117206719816817e-06
meg-hgamma_original,meg-hgamma_inverted,sub-599671,-0.7861538461538461,3.1907766589855138e-06
meg-hgamma_original,meg-hgamma_inverted,sub-725751,-0.6061538461538462,0.0013194054636419485
meg-hgamma_original,meg-hgamma_inverted,sub-783462,-0.8076923076923078,1.0547779604583564e-06
meg-hgamma_original,meg-hgamma_inverted,sub-825048,-0.7207692307692307,4.820158860995344e-05
meg-hgamma_original,meg-hgamma_inverted,sub-891667,-0.8407692307692308,1.4306549818740956e-07
mri_original,meg-hgamma_original,sub-102816,0.13692307692307693,0.5139816221819469
mri_original,meg-hgamma_original,sub-106521,0.02923076923076923,0.8896867792662461
mri_original,meg-hgamma_original,sub-113922,0.43692307692307686,0.028971124216907392
mri_original,meg-hgamma_original,sub-153732,0.08076923076923077,0.7011275748533198
mri_original,meg-hgamma_original,sub-162935,0.11307692307692309,0.5904595228666748
mri_original,meg-hgamma_original,sub-164636,0.12230769230769231,0.5602813366901465
mri_original,meg-hgamma_original,sub-172029,-0.24307692307692308,0.24166911223264842
mri_original,meg-hgamma_original,sub-175540,0.03538461538461538,0.8666482296036683
mri_original,meg-hgamma_original,sub-177746,0.21769230769230768,0.29586618479380267
mri_original,meg-hgamma_original,sub-179245,0.24,0.24786475636345956
mri_original,meg-hgamma_original,sub-181232,0.15999999999999998,0.44487621013103373
mri_original,meg-hgamma_original,sub-187547,0.20153846153846153,0.33401212685217296
mri_original,meg-hgamma_original,sub-189349,0.22692307692307692,0.27534511466374456
mri_original,meg-hgamma_original,sub-195041,0.39307692307692305,0.05191625841542359
mri_original,meg-hgamma_original,sub-198653,0.3538461538461538,0.08268751738668596
mri_original,meg-hgamma_original,sub-212318,-0.09076923076923075,0.6661022395647747
mri_original,meg-hgamma_original,sub-212823,0.30615384615384617,0.13664329314039278
mri_original,meg-hgamma_original,sub-255639,-0.04769230769230769,0.8209045857929845
mri_original,meg-hgamma_original,sub-257845,-0.28769230769230764,0.16316495474349582
mri_original,meg-hgamma_original,sub-287248,0.2169230769230769,0.2976182551465212
mri_original,meg-hgamma_original,sub-353740,0.3869230769230769,0.056036199896614826
mri_original,meg-hgamma_original,sub-406836,0.2869230769230769,0.16434331549306572
mri_original,meg-hgamma_original,sub-512835,0.26153846153846155,0.20663834320215319
mri_original,meg-hgamma_original,sub-568963,0.30230769230769233,0.14189407251612246
mri_original,meg-hgamma_original,sub-599671,0.3246153846153846,0.11337553699158226
mri_original,meg-hgamma_original,sub-725751,-0.12538461538461537,0.5503795193738266
mri_original,meg-hgamma_original,sub-783462,0.18076923076923077,0.387187732465351
mri_original,meg-hgamma_original,sub-825048,-0.2561538461538462,0.21647833224140894
mri_original,meg-hgamma_original,sub-891667,0.38461538461538464,0.05764500841938388
mri_inverted,meg-hgamma_inverted,sub-102816,0.25153846153846154,0.22515909919668434
mri_inverted,meg-hgamma_inverted,sub-106521,0.23846153846153845,0.2510011134189242
mri_inverted,meg-hgamma_inverted,sub-113922,0.5499999999999999,0.004394702977282546
mri_inverted,meg-hgamma_inverted,sub-153732,0.38384615384615384,0.05818916037068151
mri_inverted,meg-hgamma_inverted,sub-162935,0.3646153846153847,0.07313083237165932
mri_inverted,meg-hgamma_inverted,sub-164636,0.23384615384615384,0.26056462159440774
mri_inverted,meg-hgamma_inverted,sub-172029,0.4107692307692308,0.04137725673275661
mri_inverted,meg-hgamma_inverted,sub-175540,0.033846153846153845,0.8723986996127842
mri_inverted,meg-hgamma_inverted,sub-177746,0.3861538461538461,0.05656854635871757
mri_inverted,meg-hgamma_inverted,sub-179245,0.48384615384615387,0.014261523086841301
mri_inverted,meg-hgamma_inverted,sub-181232,0.16846153846153847,0.4208415376807141
mri_inverted,meg-hgamma_inverted,sub-187547,0.3815384615384615,0.05984551797155417
mri_inverted,meg-hgamma_inverted,sub-189349,0.33615384615384614,0.10039669717956894
mri_inverted,meg-hgamma_inverted,sub-195041,0.26692307692307693,0.1971058089027914
mri_inverted,meg-hgamma_inverted,sub-198653,0.46384615384615385,0.01951476779247494
mri_inverted,meg-hgamma_inverted,sub-212318,0.19076923076923075,0.36101054681468103
mri_inverted,meg-hgamma_inverted,sub-212823,0.25076923076923074,0.2266281148852978
mri_inverted,meg-hgamma_inverted,sub-255639,0.5453846153846154,0.004807865215026952
mri_inverted,meg-hgamma_inverted,sub-257845,0.22615384615384618,0.27701967350071866
mri_inverted,meg-hgamma_inverted,sub-287248,0.42538461538461536,0.03401300109671608
mri_inverted,meg-hgamma_inverted,sub-353740,0.3807692307692308,0.06040566497226483
mri_inverted,meg-hgamma_inverted,sub-406836,0.30000000000000004,0.14511308137364481
mri_inverted,meg-hgamma_inverted,sub-512835,0.3853846153846154,0.05710480980721743
mri_inverted,meg-hgamma_inverted,sub-568963,0.44461538461538463,0.025956806489614393
mri_inverted,meg-hgamma_inverted,sub-599671,0.24461538461538462,0.23860976723289992
mri_inverted,meg-hgamma_inverted,sub-725751,0.44230769230769235,0.026833254515162278
mri_inverted,meg-hgamma_inverted,sub-783462,0.5084615384615384,0.009450280771159735
mri_inverted,meg-hgamma_inverted,sub-825048,0.4230769230769231,0.035100611039495716
mri_inverted,meg-hgamma_inverted,sub-891667,0.6053846153846154,0.0013433495567764602
mri_original,meg-hgamma_inverted,sub-102816,-0.11076923076923079,0.5981115617639339
mri_original,meg-hgamma_inverted,sub-106521,0.009999999999999998,0.9621615894640947
mri_original,meg-hgamma_inverted,sub-113922,-0.4392307692307692,0.02803874858736798
mri_original,meg-hgamma_inverted,sub-153732,-0.009230769230769232,0.9650704283598979
mri_original,meg-hgamma_inverted,sub-162935,-0.1323076923076923,0.5283992800855006
mri_original,meg-hgamma_inverted,sub-164636,-0.013846153846153848,0.9476251645766063
mri_original,meg-hgamma_inverted,sub-172029,0.07999999999999999,0.7038476432462639
mri_original,meg-hgamma_inverted,sub-175540,-0.07846153846153846,0.7092983704196518
mri_original,meg-hgamma_inverted,sub-177746,-0.18615384615384614,0.3729608729013305
mri_original,meg-hgamma_inverted,sub-179245,-0.40461538461538454,0.04483154257566177
mri_original,meg-hgamma_inverted,sub-181232,0.05153846153846154,0.8067183623480412
mri_original,meg-hgamma_inverted,sub-187547,-0.22384615384615386,0.28208211024105667
mri_original,meg-hgamma_inverted,sub-189349,-0.09384615384615384,0.6554564771802143
mri_original,meg-hgamma_inverted,sub-195041,-0.41000000000000003,0.0417971695800554
mri_original,meg-hgamma_inverted,sub-198653,-0.33307692307692305,0.10374411886277625
mri_original,meg-hgamma_inverted,sub-212318,-0.23384615384615384,0.26056462159440774
mri_original,meg-hgamma_inverted,sub-212823,-0.32692307692307687,0.1106860533688749
mri_original,meg-hgamma_inverted,sub-255639,-0.16153846153846155,0.4404527964471071
mri_original,meg-hgamma_inverted,sub-257845,0.09769230769230769,0.6422407865652611
mri_original,meg-hgamma_inverted,sub-287248,-0.15076923076923077,0.4719066833093053
mri_original,meg-hgamma_inverted,sub-353740,-0.2946153846153846,0.15282630212252207
mri_original,meg-hgamma_inverted,sub-406836,-0.3807692307692308,0.06040566497226483
mri_original,meg-hgamma_inverted,sub-512835,-0.40076923076923077,0.047103054280209965
mri_original,meg-hgamma_inverted,sub-568963,-0.39999999999999997,0.04756800106987493
mri_original,meg-hgamma_inverted,sub-599671,-0.48692307692307696,0.013567934277178641
mri_original,meg-hgamma_inverted,sub-725751,0.02846153846153846,0.8925731044757399
mri_original,meg-hgamma_inverted,sub-783462,-0.22846153846153847,0.2720153736834069
mri_original,meg-hgamma_inverted,sub-825048,0.005384615384615384,0.9796204078469652
mri_original,meg-hgamma_inverted,sub-891667,-0.4061538461538462,0.04394743829227769
mri_inverted,meg-hgamma_original,sub-102816,-0.03846153846153846,0.8551673034402157
mri_inverted,meg-hgamma_original,sub-106521,-0.20153846153846153,0.33401212685217296
mri_inverted,meg-hgamma_original,sub-113922,-0.36692307692307696,0.0711974136069985
mri_inverted,meg-hgamma_original,sub-153732,-0.31153846153846154,0.12952924585337894
mri_inverted,meg-hgamma_original,sub-162935,-0.2684615384615385,0.1944383348505003
mri_inverted,meg-hgamma_original,sub-164636,-0.06692307692307692,0.7506056746243597
mri_inverted,meg-hgamma_original,sub-172029,-0.26076923076923075,0.20802517410935764
mri_inverted,meg-hgamma_original,sub-175540,0.21153846153846154,0.3100633788322083
mri_inverted,meg-hgamma_original,sub-177746,-0.33615384615384614,0.10039669717956894
mri_inverted,meg-hgamma_original,sub-179245,-0.2753846153846154,0.18274079905369653
mri_inverted,meg-hgamma_original,sub-181232,-0.19692307692307692,0.34543032119624895
mri_inverted,meg-hgamma_original,sub-187547,-0.2676923076923077,0.1957689655765983
mri_inverted,meg-hgamma_original,sub-189349,-0.16692307692307692,0.4251577275286923
mri_inverted,meg-hgamma_original,sub-195041,-0.2407692307692308,0.24630621673375477
mri_inverted,meg-hgamma_original,sub-198653,-0.3507692307692308,0.08558401494752202
mri_inverted,meg-hgamma_original,sub-212318,0.07307692307692308,0.7284839479101772
mri_inverted,meg-hgamma_original,sub-212823,-0.18692307692307694,0.37095344799135543
mri_inverted,meg-hgamma_original,sub-255639,-0.3046153846153846,0.1387265498307697
mri_inverted,meg-hgamma_original,sub-257845,0.16307692307692304,0.43605302334597895
mri_inverted,meg-hgamma_original,sub-287248,-0.34615384615384615,0.09007129607094416
mri_inverted,meg-hgamma_original,sub-353740,-0.2530769230769231,0.2222401375819646
mri_inverted,meg-hgamma_original,sub-406836,-0.19615384615384615,0.3473556499313192
mri_inverted,meg-hgamma_original,sub-512835,-0.1576923076923077,0.45155541117112874
mri_inverted,meg-hgamma_original,sub-568963,-0.2276923076923077,0.27367701498103636
mri_inverted,meg-hgamma_original,sub-599671,-0.22153846153846157,0.28720269174260227
mri_inverted,meg-hgamma_original,sub-725751,-0.28769230769230764,0.16316495474349582
mri_inverted,meg-hgamma_original,sub-783462,-0.4146153846153846,0.03932741419049646
mri_inverted,meg-hgamma_original,sub-825048,-0.12846153846153846,0.5405588701740697
mri_inverted,meg-hgamma_original,sub-891667,-0.4138461538461538,0.039730812530675036
